Part Desc;Work Order Qty;Case ID;Activity;Resource;Report Type;Worker ID;Qty Completed;Qty for MRB;activity_duration;Complete Timestamp;weekday;hour;timesincelastevent;timesincecasestart;remtime;event_nr;open_cases
Spur Gear;105;Case 230;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4528;13;0;13500.0;2012-02-20 17:45:00;0;17;13500.0;3947460.0;768240.0;21;62
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID0420;12;0;6300.0;2012-02-20 17:50:00;0;17;7200.0;2340300.0;285000.0;52;62
Spinner;100;Case 256;Final Inspection Q.C.;Quality Check 1;D;ID4493;0;0;7260.0;2012-02-20 17:54:00;0;17;277800.0;3024180.0;54360.0;60;62
Ballnut;18;Case 100;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID4219;7;0;2880.0;2012-02-20 17:57:00;0;17;0.0;0.0;2552760.0;1;63
Cast;198;Case 44;Turn & Mill. & Screw Assem - Machine 10;Machine 10 - Grinding;D;ID4132;15;0;16080.0;2012-02-20 18:00:00;0;18;23040.0;86880.0;2098800.0;5;63
Socket;40;Case 61;Turning & Milling Q.C.;Quality Check 1;D;ID4493;0;0;4500.0;2012-02-20 18:09:00;0;18;4440.0;353040.0;3271320.0;17;63
Spur Gear;105;Case 230;Round Grinding - Manual;Machine 27 - Grinding;D;ID4872;31;0;9240.0;2012-02-20 18:43:00;0;18;3480.0;3950940.0;764760.0;22;63
Ballnut;150;Case 214;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4167;2;0;16620.0;2012-02-20 20:36:00;0;20;17100.0;24360.0;1484640.0;3;63
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;0;0;4500.0;2012-02-20 21:26:00;0;21;21540.0;3986880.0;3296040.0;61;63
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;S;ID4445;0;0;6060.0;2012-02-20 21:53:00;0;21;1620.0;3988500.0;3294420.0;62;63
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4872;21;0;11400.0;2012-02-20 21:53:00;0;21;14580.0;2354880.0;270420.0;53;63
Spur Gear;105;Case 230;Round Grinding - Manual;Machine 27 - Grinding;D;ID4872;24;0;6720.0;2012-02-20 23:45:00;0;23;18120.0;3969060.0;746640.0;23;63
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4167;15;0;28020.0;2012-02-20 23:45:00;0;23;28080.0;712200.0;2468940.0;31;63
Drill;600;Case 156;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID4641;0;0;13800.0;2012-02-20 23:50:00;0;23;0.0;0.0;1300200.0;1;64
Cable Head;40;Case 196;Packing;Packing;D;ID4820;3;0;3600.0;2012-02-21 01:00:00;1;1;118740.0;2970060.0;0.0;4;61
Fastener;313;Case 237;Packing;Packing;D;ID4820;49;0;3600.0;2012-02-21 01:00:00;1;1;33900.0;4232700.0;1342200.0;37;61
Spinner;100;Case 256;Packing;Packing;D;ID4820;91;0;3600.0;2012-02-21 01:00:00;1;1;25560.0;3049740.0;28800.0;61;61
Cable Head;150;Case 257;Packing;Packing;D;ID4820;52;0;3600.0;2012-02-21 01:00:00;1;1;58800.0;3511080.0;3310800.0;41;61
Drill;325;Case 259;Packing;Packing;D;ID4820;185;0;3600.0;2012-02-21 01:00:00;1;1;119340.0;2973600.0;3196800.0;39;61
Housing;400;Case 32;Packing;Packing;D;ID4820;237;0;3600.0;2012-02-21 01:00:00;1;1;11220.0;2366100.0;259200.0;54;61
Ballnut;26;Case 43;Packing;Packing;D;ID4820;0;0;3600.0;2012-02-21 01:00:00;1;1;0.0;433860.0;0.0;10;61
Ballnut;26;Case 43;Packing;Packing;D;ID4820;26;0;3600.0;2012-02-21 01:00:00;1;1;46140.0;433860.0;0.0;11;61
Ballnut;10;Case 75;Packing;Packing;D;ID4820;9;0;3600.0;2012-02-21 01:00:00;1;1;133200.0;1608000.0;33600.0;13;61
Ballnut;4;Case 76;Packing;Packing;D;ID4820;4;0;3600.0;2012-02-21 01:00:00;1;1;131400.0;131400.0;33540.0;2;61
Spur Gear;20;Case 9;Packing;Packing;D;ID4820;20;0;3600.0;2012-02-21 01:00:00;1;1;57120.0;1846860.0;0.0;12;61
Cable Head;14;Case 157;Lapping - Machine 1;Machine 1 - Lapping;D;ID0937;0;0;4500.0;2012-02-21 01:15:00;1;1;0.0;0.0;0.0;1;60
Wheel Shaft;20;Case 201;Turning & Milling Q.C.;Quality Check 1;D;ID0937;3;0;4500.0;2012-02-21 01:15:00;1;1;657000.0;4147200.0;0.0;30;60
Housing;400;Case 32;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-02-21 01:15:00;1;1;900.0;2367000.0;258300.0;55;60
Ballnut;36;Case 37;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4618;0;0;4500.0;2012-02-21 01:15:00;1;1;0.0;1853760.0;85500.0;16;60
Ballnut;36;Case 37;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4618;0;0;4500.0;2012-02-21 01:15:00;1;1;662820.0;1853760.0;85500.0;17;60
Bearing;70;Case 55;Flat Grinding - Machine 11;Machine 11 - Grinding;D;ID4882;0;0;4500.0;2012-02-21 01:15:00;1;1;52620.0;977220.0;2332800.0;12;60
Ballnut;18;Case 100;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID4529;11;0;14400.0;2012-02-21 02:57:00;1;2;32400.0;32400.0;2520360.0;2;60
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4529;18;0;12300.0;2012-02-21 06:25:00;1;6;24000.0;736200.0;2444940.0;32;60
Ballnut;150;Case 214;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4529;47;0;36000.0;2012-02-21 06:26:00;1;6;35400.0;59760.0;1449240.0;4;60
Shim;60;Case 234;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4529;8;0;36180.0;2012-02-21 06:28:00;1;6;48480.0;1868940.0;3123480.0;30;60
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;other;7;0;30120.0;2012-02-21 06:29:00;1;6;51780.0;3529740.0;459300.0;48;60
Cast;198;Case 44;Turn & Mill. & Screw Assem - Machine 10;Machine 10 - Grinding;D;ID4641;15;0;35700.0;2012-02-21 06:34:00;1;6;45240.0;132120.0;2053560.0;6;60
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4445;39;0;31980.0;2012-02-21 06:47:00;1;6;19920.0;2386920.0;238380.0;56;60
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;60;0;32100.0;2012-02-21 06:48:00;1;6;32100.0;4020600.0;3262320.0;63;60
Drill;600;Case 156;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID4641;40;0;25200.0;2012-02-21 06:50:00;1;6;25200.0;25200.0;1275000.0;2;60
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;3;0;1620.0;2012-02-21 07:17:00;1;7;1740.0;4022340.0;3260580.0;64;60
Ballnut;150;Case 214;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;4140.0;2012-02-21 07:59:00;1;7;5580.0;65340.0;1443660.0;5;60
Ballnut;66;Case 212;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;0;0;3660.0;2012-02-21 08:13:00;1;8;0.0;0.0;1732680.0;1;61
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4385;6;0;3960.0;2012-02-21 08:25:00;1;8;4080.0;4026420.0;3256500.0;65;61
Cable Head;5;Case 251;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;6000.0;2012-02-21 08:40:00;1;8;71400.0;3774300.0;190500.0;10;61
Spinner;100;Case 256;Final Inspection Q.C.;Quality Check 1;D;ID4493;91;0;7200.0;2012-02-21 09:00:00;1;9;28800.0;3078540.0;0.0;62;60
Ballnut;150;Case 214;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;1;0;2820.0;2012-02-21 09:08:00;1;9;4140.0;69480.0;1439520.0;6;60
Ballnut;4;Case 76;Final Inspection Q.C.;Quality Check 1;D;ID4493;4;0;3660.0;2012-02-21 10:19:00;1;10;33540.0;164940.0;0.0;3;59
Ballnut;10;Case 75;Final Inspection Q.C.;Quality Check 1;D;ID4493;9;0;3000.0;2012-02-21 10:20:00;1;10;33600.0;1641600.0;0.0;14;58
Cable Head;150;Case 257;Final Inspection Q.C.;Quality Check 1;D;ID4163;52;0;6300.0;2012-02-21 10:45:00;1;10;35100.0;3546180.0;3275700.0;42;58
Ballnut;18;Case 100;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;1;0;15480.0;2012-02-21 11:03:00;1;11;29160.0;61560.0;2491200.0;3;58
Housing;400;Case 32;Final Inspection Q.C.;Quality Check 1;D;ID4493;106;0;4440.0;2012-02-21 11:14:00;1;11;16020.0;2402940.0;222360.0;57;58
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4385;9;0;10620.0;2012-02-21 11:22:00;1;11;10620.0;4037040.0;3245880.0;66;58
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;ID4162;3;0;12600.0;2012-02-21 11:40:00;1;11;18660.0;3548400.0;440640.0;49;58
Housing;400;Case 32;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;119;0;9000.0;2012-02-21 11:44:00;1;11;1800.0;2404740.0;220560.0;58;58
Ballnut;18;Case 100;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID4219;17;0;3840.0;2012-02-21 12:08:00;1;12;3900.0;65460.0;2487300.0;4;58
Bearing;70;Case 55;Flat Grinding - Machine 11;Machine 11 - Grinding;D;ID4882;60;0;11400.0;2012-02-21 12:13:00;1;12;39480.0;1016700.0;2293320.0;13;58
Cable Head;185;Case 225;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;7500.0;2012-02-21 12:50:00;1;12;74340.0;4049880.0;3241500.0;52;58
Ballnut;9;Case 62;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID4219;9;0;2520.0;2012-02-21 12:51:00;1;12;71040.0;161280.0;2326320.0;6;58
Cable Head;33;Case 19;Round Grinding - Machine 3;Machine 3 - Round Grinding;S;ID4385;0;0;5400.0;2012-02-21 13:00:00;1;13;75660.0;1889400.0;165120.0;8;58
Cable Head;185;Case 225;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;2400.0;2012-02-21 14:00:00;1;14;4200.0;4054080.0;3237300.0;53;58
Ballnut;36;Case 37;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;25;0;60.0;2012-02-21 14:00:00;1;14;45900.0;1899660.0;39600.0;18;58
Cable Head;5;Case 251;other;other;D;other;0;0;6840.0;2012-02-21 14:19:00;1;14;20340.0;3794640.0;170160.0;11;58
Shim;60;Case 234;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4429;4;0;27000.0;2012-02-21 14:20:00;1;14;28320.0;1897260.0;3095160.0;31;58
Cable Head;185;Case 225;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;3600.0;2012-02-21 15:00:00;1;15;3600.0;4057680.0;3233700.0;54;58
Housing;20;Case 34;Final Inspection Q.C.;Quality Check 1;D;ID4493;11;0;14400.0;2012-02-21 15:07:00;1;15;102300.0;1977840.0;35580.0;20;58
Ballnut;75;Case 52;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;0;0;7800.0;2012-02-21 15:38:00;1;15;1069320.0;1069320.0;638520.0;2;58
Ballnut;168;Case 209;Final Inspection Q.C.;Quality Check 1;D;ID4618;168;0;12720.0;2012-02-21 15:47:00;1;15;79680.0;637620.0;119580.0;10;58
Ballnut;150;Case 214;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;32;0;24240.0;2012-02-21 15:52:00;1;15;24240.0;93720.0;1415280.0;7;58
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;ID4162;4;0;9000.0;2012-02-21 16:00:00;1;16;15600.0;3564000.0;425040.0;50;58
Cable Head;185;Case 225;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;3600.0;2012-02-21 16:00:00;1;16;3600.0;4061280.0;3230100.0;55;58
Hinge;350;Case 91;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4429;0;0;6120.0;2012-02-21 16:02:00;1;16;0.0;0.0;551580.0;1;59
Punch Plate;170;Case 20;Final Inspection Q.C.;Quality Check 1;D;ID4618;167;0;28260.0;2012-02-21 16:05:00;1;16;1173840.0;3203940.0;32100.0;24;59
Cable Head;150;Case 271;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;0;0;16860.0;2012-02-21 16:26:00;1;16;2825160.0;4303980.0;2363640.0;28;59
Ballnut;315;Case 260;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;120.0;2012-02-21 16:34:00;1;16;238680.0;3751440.0;1889040.0;49;59
Ballnut;36;Case 37;Final Inspection Q.C.;Quality Check 1;D;ID4618;25;0;1020.0;2012-02-21 16:34:00;1;16;9240.0;1908900.0;30360.0;19;59
Ballnut;36;Case 37;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;1020.0;2012-02-21 16:35:00;1;16;60.0;1908960.0;30300.0;20;59
Ballnut;75;Case 52;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;B;ID4219;0;0;5520.0;2012-02-21 17:11:00;1;17;5580.0;1074900.0;632940.0;3;59
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4932;28;0;39840.0;2012-02-21 17:51:00;1;17;41160.0;777360.0;2403780.0;33;59
Cast;198;Case 44;Turn & Mill. & Screw Assem - Machine 10;Machine 10 - Grinding;D;ID4932;21;0;39960.0;2012-02-21 17:52:00;1;17;40680.0;172800.0;2012880.0;7;59
Ballnut;75;Case 52;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;0;0;2820.0;2012-02-21 17:58:00;1;17;2820.0;1077720.0;630120.0;4;59
Ballnut;315;Case 260;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;6360.0;2012-02-21 17:59:00;1;17;5100.0;3756540.0;1883940.0;50;59
Gauge;40;Case 77;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;7320.0;2012-02-21 18:02:00;1;18;493320.0;1821660.0;52680.0;76;59
Spindle;33;Case 70;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;B;ID3846;0;0;31380.0;2012-02-21 18:05:00;1;18;0.0;0.0;3245700.0;1;60
Spindle;33;Case 70;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID3846;0;0;39660.0;2012-02-21 18:06:00;1;18;60.0;60.0;3245640.0;2;60
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID0420;63;0;39000.0;2012-02-21 18:08:00;1;18;23040.0;2427780.0;197520.0;59;60
Spur Gear;105;Case 230;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4528;10;0;19500.0;2012-02-21 18:09:00;1;18;66240.0;4035300.0;680400.0;24;60
Piston;200;Case 192;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;other;0;0;4500.0;2012-02-21 18:30:00;1;18;9000.0;3573000.0;416040.0;51;60
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;other;3;0;9240.0;2012-02-21 19:50:00;1;19;4800.0;3577800.0;411240.0;52;60
Cable Head;33;Case 19;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4872;10;0;13680.0;2012-02-21 20:10:00;1;20;25800.0;1915200.0;139320.0;9;60
Ballnut;150;Case 214;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4167;8;0;14640.0;2012-02-21 20:10:00;1;20;15480.0;109200.0;1399800.0;8;60
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;other;3;0;4080.0;2012-02-21 21:00:00;1;21;4200.0;3582000.0;407040.0;53;60
Hinge;350;Case 91;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;S;ID4167;3;0;21120.0;2012-02-21 21:56:00;1;21;21240.0;21240.0;530340.0;2;60
Spur Gear;105;Case 230;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4872;0;0;8400.0;2012-02-21 22:31:00;1;22;15720.0;4051020.0;664680.0;25;60
Spur Gear;105;Case 230;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4872;0;0;4140.0;2012-02-21 23:40:00;1;23;4140.0;4055160.0;660540.0;26;60
Hinge;350;Case 91;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4167;0;0;6300.0;2012-02-21 23:41:00;1;23;6300.0;27540.0;524040.0;3;60
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4167;15;0;20940.0;2012-02-21 23:42:00;1;23;21060.0;798420.0;2382720.0;34;60
Punch Plate;170;Case 20;Packing;Packing;D;ID4820;167;0;3600.0;2012-02-22 01:00:00;2;1;32100.0;3236040.0;0.0;25;56
Punch Plate;151;Case 21;Packing;Packing;D;ID4820;144;0;3600.0;2012-02-22 01:00:00;2;1;141540.0;3481500.0;0.0;29;56
Housing;20;Case 34;Packing;Packing;D;ID4820;11;0;3600.0;2012-02-22 01:00:00;2;1;35580.0;2013420.0;0.0;21;56
Ballnut;36;Case 37;Packing;Packing;D;ID4820;25;0;3600.0;2012-02-22 01:00:00;2;1;30300.0;1939260.0;0.0;21;56
Cable Head;150;Case 271;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-02-22 01:15:00;2;1;31740.0;4335720.0;2331900.0;29;56
Bearing;70;Case 55;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-02-22 01:15:00;2;1;46920.0;1063620.0;2246400.0;14;56
Gauge;40;Case 77;Turning - Machine 8;Machine 8 - Turning & Milling;D;ID4219;1;0;4500.0;2012-02-22 01:15:00;2;1;0.0;1847640.0;26700.0;77;56
Gauge;40;Case 77;other;other;D;other;1;0;4500.0;2012-02-22 01:15:00;2;1;25980.0;1847640.0;26700.0;78;56
Cable Head;33;Case 19;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;21;0;27300.0;2012-02-22 03:45:00;2;3;27300.0;1942500.0;112020.0;10;56
Drill;600;Case 156;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID4641;1;0;22980.0;2012-02-22 03:56:00;2;3;75960.0;101160.0;1199040.0;3;56
Cable Head;150;Case 271;Round Grinding - Machine 3;Machine 3 - Round Grinding;S;ID4445;0;0;5400.0;2012-02-22 05:12:00;2;5;14220.0;4349940.0;2317680.0;30;56
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;other;7;0;36240.0;2012-02-22 06:06:00;2;6;32760.0;3614760.0;374280.0;54;56
Ballnut;150;Case 214;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4529;49;0;37860.0;2012-02-22 06:33:00;2;6;37380.0;146580.0;1362420.0;9;56
Drill;600;Case 156;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID4641;4;0;9420.0;2012-02-22 06:34:00;2;6;9480.0;110640.0;1189560.0;4;56
Cast;198;Case 44;Turn & Mill. & Screw Assem - Machine 10;Machine 10 - Grinding;D;ID4641;12;0;32520.0;2012-02-22 06:34:00;2;6;45720.0;218520.0;1967160.0;8;56
Hinge;350;Case 91;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4529;85;0;26760.0;2012-02-22 06:34:00;2;6;24780.0;52320.0;499260.0;4;56
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4529;17;0;21660.0;2012-02-22 06:38:00;2;6;24960.0;823380.0;2357760.0;35;56
Cable Head;150;Case 271;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;9;0;6240.0;2012-02-22 06:56:00;2;6;6240.0;4356180.0;2311440.0;31;56
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4445;50;0;39120.0;2012-02-22 06:56:00;2;6;46080.0;2473860.0;151440.0;60;56
Hinge;350;Case 91;Turning Q.C.;Quality Check 1;D;ID4618;0;0;360.0;2012-02-22 06:58:00;2;6;1440.0;53760.0;497820.0;5;56
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID0420;1;0;600.0;2012-02-22 07:13:00;2;7;1020.0;2474880.0;150420.0;61;56
Cast;198;Case 44;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;540.0;2012-02-22 07:26:00;2;7;3120.0;221640.0;1964040.0;9;56
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4932;0;0;2880.0;2012-02-22 07:42:00;2;7;3840.0;827220.0;2353920.0;36;56
Hinge;350;Case 91;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;B;ID4794;0;0;1200.0;2012-02-22 07:42:00;2;7;2640.0;56400.0;495180.0;6;56
Ballnut;150;Case 214;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;1140.0;2012-02-22 07:45:00;2;7;4320.0;150900.0;1358100.0;10;56
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;ID4162;2;0;5100.0;2012-02-22 08:10:00;2;8;7440.0;3622200.0;366840.0;55;56
Gauge;40;Case 77;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;1;6000.0;2012-02-22 08:40:00;2;8;26700.0;1874340.0;0.0;79;55
Cable Head;185;Case 225;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;0;0;2820.0;2012-02-22 09:12:00;2;9;61920.0;4123200.0;3168180.0;56;55
Ballnut;75;Case 52;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;1;0;8820.0;2012-02-22 09:19:00;2;9;55260.0;1132980.0;574860.0;5;55
Ballnut;75;Case 52;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;B;ID4219;0;0;1320.0;2012-02-22 09:42:00;2;9;1380.0;1134360.0;573480.0;6;55
Bearing;70;Case 55;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;60;0;5400.0;2012-02-22 10:37:00;2;10;33720.0;1097340.0;2212680.0;15;55
Housing;400;Case 32;Final Inspection Q.C.;Quality Check 1;D;ID4493;103;0;14400.0;2012-02-22 10:45:00;2;10;12720.0;2487600.0;137700.0;62;55
Cable Head;150;Case 179;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;7200.0;2012-02-22 11:00:00;2;11;166200.0;3586140.0;74400.0;5;55
Clamp;161;Case 116;Round Grinding - Manual;Machine 27 - Grinding;S;ID4528;0;0;16740.0;2012-02-22 11:29:00;2;11;0.0;0.0;592200.0;1;56
Ballnut;30;Case 33;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;1;0;17280.0;2012-02-22 12:11:00;2;12;0.0;0.0;1975980.0;1;57
Ballnut;30;Case 33;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;1740.0;2012-02-22 12:41:00;2;12;1800.0;1800.0;1974180.0;2;57
Flange Bolt;13;Case 235;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;6600.0;2012-02-22 12:50:00;2;12;1709400.0;3191880.0;0.0;39;56
Spindle;33;Case 70;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID3846;1;0;19500.0;2012-02-22 13:29:00;2;13;69780.0;69840.0;3175860.0;3;56
Ballnut;30;Case 33;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;1;0;6900.0;2012-02-22 14:07:00;2;14;5160.0;6960.0;1969020.0;3;56
Cable Head;153;Case 266;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;3600.0;2012-02-22 14:20:00;2;14;220800.0;4254000.0;3149700.0;57;56
Spur Gear;105;Case 230;other;other;S;other;1;0;11280.0;2012-02-22 14:38:00;2;14;53880.0;4109040.0;606660.0;27;56
Spur Gear;105;Case 230;other;other;B;other;0;0;900.0;2012-02-22 14:45:00;2;14;420.0;4109460.0;606240.0;28;56
Cable Head;153;Case 266;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;1800.0;2012-02-22 14:50:00;2;14;1800.0;4255800.0;3147900.0;58;56
Ballnut;18;Case 100;Turning & Milling Q.C.;Quality Check 1;D;ID4618;18;0;1320.0;2012-02-22 15:10:00;2;15;97320.0;162780.0;2389980.0;5;56
Cable Head;153;Case 266;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;1200.0;2012-02-22 15:10:00;2;15;1200.0;4257000.0;3146700.0;59;56
Ballnut;150;Case 214;Turning & Milling Q.C.;Quality Check 1;D;ID4618;148;0;240.0;2012-02-22 15:20:00;2;15;27300.0;178200.0;1330800.0;11;56
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;32;0;24900.0;2012-02-22 15:24:00;2;15;16740.0;2504340.0;120960.0;63;56
Cable Head;153;Case 266;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;1200.0;2012-02-22 15:30:00;2;15;1200.0;4258200.0;3145500.0;60;56
Ballnut;315;Case 260;Final Inspection Q.C.;Quality Check 1;D;ID4618;192;0;28500.0;2012-02-22 15:41:00;2;15;78120.0;3834660.0;1805820.0;51;56
Ballnut;9;Case 62;Turning & Milling Q.C.;Quality Check 1;D;ID4618;9;0;2160.0;2012-02-22 15:47:00;2;15;96960.0;258240.0;2229360.0;7;56
Cable Head;153;Case 266;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;1200.0;2012-02-22 15:50:00;2;15;1200.0;4259400.0;3144300.0;61;56
Cable Head;150;Case 271;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;29;0;21900.0;2012-02-22 15:53:00;2;15;32220.0;4388400.0;2279220.0;32;56
Hinge;350;Case 91;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4932;82;0;29640.0;2012-02-22 15:56:00;2;15;29640.0;86040.0;465540.0;7;56
Cast;198;Case 44;Turn & Mill. & Screw Assem - Machine 10;Machine 10 - Grinding;D;ID4932;18;0;32580.0;2012-02-22 15:57:00;2;15;30660.0;252300.0;1933380.0;10;56
Ballnut;30;Case 33;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;2;0;6660.0;2012-02-22 15:58:00;2;15;6660.0;13620.0;1962360.0;4;56
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4794;23;0;29760.0;2012-02-22 15:58:00;2;15;29760.0;856980.0;2324160.0;37;56
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;ID4162;9;0;21000.0;2012-02-22 16:00:00;2;16;28200.0;3650400.0;338640.0;56;56
Spur Gear;105;Case 230;other;other;D;other;17;0;4500.0;2012-02-22 16:00:00;2;16;4500.0;4113960.0;601740.0;29;56
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;0;0;2100.0;2012-02-22 16:01:00;2;16;2220.0;2506560.0;118740.0;64;56
Spindle;33;Case 70;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID3846;0;0;9420.0;2012-02-22 16:08:00;2;16;9540.0;79380.0;3166320.0;4;56
